Species,Peak Freq (Hz),Q1 Freq (Hz),Q3 Freq (Hz),IQR BW (Hz),Freq 5% (Hz),Freq 95% (Hz),BW 90% (Hz)
KIRA,2713.2,2476.3,3445.3,969,1615,4457.4,2842.4
KIRA,3273,2691.7,3359.2,667.5,2153.3,4909.6,2756.2
KIRA,2863.9,2282.5,3100.8,818.3,1959.5,4737.3,2777.8
KIRA,2454.8,2454.8,2820.8,366.1,2347.1,4005.2,1658.1
KIRA,2454.8,2454.8,3079.2,624.5,2347.1,4349.7,2002.6
KIRA,2777.8,2756.2,3165.4,409.1,2519.4,3832.9,1313.5
KIRA,3531.4,3316.1,3832.9,516.8,2950,4069.8,1119.7
KIRA,2691.7,2670.1,3402.2,732.1,2261,3531.4,1270.5
KIRA,2799.3,2562.5,2928.5,366.1,1873.4,4500.4,2627.1
KIRA,3165.4,2756.2,3208.4,452.2,2390.2,4026.7,1636.5
KIRA,2282.5,2261,3703.7,1442.7,2045.7,4823.4,2777.8
KIRA,2497.9,2454.8,2713.2,258.4,1615,3380.7,1765.7
KIRA,3014.6,2390.2,3014.6,624.5,1571.9,3143.8,1571.9
KIRA,3596,2863.9,3639.1,775.2,2497.9,3940.6,1442.7
KIRA,2433.3,2390.2,2734.7,344.5,1701.1,4112.8,2411.7
KIRA,2713.2,2605.5,2885.4,279.9,2454.8,3402.2,947.5
KIRA,2584,2540.9,2842.4,301.5,2325.6,3186.9,861.3
KIRA,3251.5,3057.7,4048.2,990.5,2411.7,4328.2,1916.5
KIRA,3294.6,1938,3316.1,1378.1,1679.6,4414.3,2734.7
KIRA,2002.6,1916.5,2734.7,818.3,1636.5,3316.1,1679.6
KIRA,2497.9,2153.3,2519.4,366.1,1593.5,2691.7,1098.2
KIRA,2842.4,2842.4,4500.4,1658.1,2562.5,4952.6,2390.2
KIRA,2820.8,2670.1,3057.7,387.6,2519.4,3380.7,861.3
KIRA,2993.1,2863.9,3014.6,150.7,1959.5,3574.5,1615
KIRA,2304.1,2239.5,3208.4,969,1787.3,3962.1,2174.9
KIRA,2519.4,2454.8,3186.9,732.1,1636.5,4909.6,3273
KIRA,2088.7,2217.9,3208.4,990.5,1894.9,4845,2950
KIRA,2627.1,2519.4,2799.3,279.9,2196.4,3832.9,1636.5
KIRA,2454.8,2454.8,3079.2,624.5,2390.2,4414.3,2024.1
KIRA,2863.9,2842.4,3380.7,538.3,2454.8,3811.4,1356.6
KIRA,3014.6,3014.6,3574.5,559.9,2433.3,4155.9,1722.7
KIRA,2691.7,2648.6,3316.1,667.5,2217.9,4112.8,1894.9
KIRA,2519.4,2454.8,3143.8,689.1,1873.4,3660.6,1787.3
KIRA,3186.9,2777.8,3186.9,409.1,2497.9,3445.3,947.5
KIRA,2325.6,2304.1,2885.4,581.4,1851.9,4522,2670.1
KIRA,2562.5,2476.3,2627.1,150.7,2368.7,3122.3,753.7
KIRA,2971.6,2497.9,3014.6,516.8,1873.4,4328.2,2454.8
KIRA,2993.1,2670.1,3337.6,667.5,2261,4199,1938
KIRA,2584,2433.3,2799.3,366.1,1894.9,4220.5,2325.6
KIRA,2627.1,2627.1,3014.6,387.6,2476.3,3423.8,947.5
KIRA,2584,2562.5,2863.9,301.5,2196.4,3509.9,1313.5
KIRA,3639.1,2820.8,3768.3,947.5,2261,4091.3,1830.3
KIRA,3294.6,2411.7,3337.6,925.9,1679.6,3660.6,1981.1
KIRA,2777.8,1851.9,2799.3,947.5,1722.7,3273,1550.4
KIRA,2605.5,2261,2648.6,387.6,1615,2907,1292
KIRA,2993.1,2863.9,4715.8,1851.9,2153.3,4952.6,2799.3
KIRA,2971.6,2670.1,3057.7,387.6,2454.8,4069.8,1615
KIRA,2734.7,2433.3,2993.1,559.9,1571.9,3488.4,1916.5
KIRA,2907,2648.6,3337.6,689.1,1765.7,4091.3,2325.6
KIRA,1679.6,2002.6,4629.6,2627.1,1658.1,4952.6,3294.6
KIRA,2304.1,2325.6,3143.8,818.3,2045.7,4845,2799.3
KIRA,2670.1,2605.5,2885.4,279.9,2325.6,3294.6,969
KIRA,2519.4,2519.4,3445.3,925.9,2433.3,4586.6,2153.3
KIRA,2907,2863.9,3014.6,150.7,2325.6,4134.4,1808.8
KIRA,3531.4,3036.2,3703.7,667.5,2261,4199,1938
KIRA,3294.6,2691.7,3316.1,624.5,2368.7,3531.4,1162.8
KIRA,1894.9,1894.9,3122.3,1227.4,1808.8,3789.8,1981.1
KIRA,3230,1916.5,3531.4,1615,1571.9,4199,2627.1
KIRA,2239.5,2239.5,3660.6,1421.2,2067.2,4651.2,2584
KIRA,2519.4,2411.7,2670.1,258.4,1808.8,3294.6,1485.8
KIRA,2670.1,2433.3,2863.9,430.7,2067.2,3294.6,1227.4
KIRA,2928.5,2885.4,3143.8,258.4,2282.5,3897.5,1615
KIRA,2562.5,2519.4,2971.6,452.2,1744.2,4414.3,2670.1
KIRA,2584,2584,2928.5,344.5,2411.7,3380.7,969
KIRA,2627.1,2605.5,2820.8,215.3,2390.2,3445.3,1055.1
KIRA,3014.6,2993.1,3682.2,689.1,2239.5,4349.7,2110.3
KIRA,3273,2562.5,3273,710.6,1658.1,3832.9,2174.9
KIRA,2734.7,1916.5,2777.8,861.3,1658.1,3337.6,1679.6
KIRA,2347.1,2325.6,2605.5,279.9,1679.6,2950,1270.5
KIRA,2971.6,2842.4,3143.8,301.5,2411.7,4866.5,2454.8
KIRA,2584,2627.1,3036.2,409.1,2282.5,3553,1270.5
KIRA,2282.5,2304.1,2820.8,516.8,1851.9,3639.1,1787.3
KIRA,3466.8,2648.6,3488.4,839.8,1679.6,4758.8,3079.2
KIRA,2605.5,2347.1,3811.4,1464.3,1636.5,4866.5,3230
KIRA,2454.8,2304.1,3122.3,818.3,2002.6,4823.4,2820.8
KIRA,2476.3,2454.8,2713.2,258.4,2347.1,3811.4,1464.3
KIRA,2519.4,2497.9,3057.7,559.9,2390.2,4478.9,2088.7
KIRA,2799.3,2734.7,3079.2,344.5,2540.9,4715.8,2174.9
KIRA,3186.9,3014.6,3639.1,624.5,2088.7,4005.2,1916.5
KIRA,3488.4,2627.1,3445.3,818.3,2390.2,3832.9,1442.7
KIRA,1873.4,1959.5,3100.8,1141.3,1808.8,3919,2110.3
KIRA,4026.7,2928.5,4026.7,1098.2,2433.3,4263.6,1830.3
KIRA,2217.9,2239.5,2863.9,624.5,2174.9,4371.2,2196.4
KIRA,2928.5,2562.5,2950,387.6,1507.3,4392.8,2885.4
KIRA,2907,2411.7,2950,538.3,2325.6,3230,904.4
KIRA,3143.8,3079.2,4134.4,1055.1,2540.9,4500.4,1959.5
KIRA,2433.3,2411.7,2756.2,344.5,2088.7,4306.6,2217.9
KIRA,2842.4,2627.1,3036.2,409.1,2433.3,3380.7,947.5
KIRA,2476.3,2454.8,3036.2,581.4,2002.6,3402.2,1399.7
KIRA,3079.2,2907,3617.6,710.6,2282.5,4155.9,1873.4
KIRA,2605.5,2540.9,2971.6,430.7,1636.5,4608.1,2971.6
KIRA,2820.8,1765.7,2799.3,1033.6,1658.1,3186.9,1528.9
KIRA,2562.5,1808.8,2584,775.2,1571.9,2799.3,1227.4
KIRA,2820.8,2799.3,4758.8,1959.5,2584,4974.2,2390.2
KIRA,2562.5,2584,2971.6,387.6,2411.7,3273,861.3
KIRA,2519.4,2476.3,2885.4,409.1,2002.6,3423.8,1421.2
KIRA,2950,2304.1,3380.7,1076.7,1593.5,3854.4,2261
KIRA,1701.1,2433.3,4672.7,2239.5,1679.6,4931.1,3251.5
KIRA,2497.9,2088.7,3143.8,1055.1,1830.3,4801.9,2971.6
KIRA,2648.6,2519.4,2928.5,409.1,2347.1,3251.5,904.4
KIRA,2497.9,2519.4,3703.7,1184.3,2368.7,4500.4,2131.8
KIRA,2627.1,2605.5,3876,1270.5,1787.3,4758.8,2971.6
KIRA,3682.2,3251.5,3811.4,559.9,2627.1,3919,1292
KIRA,3316.1,2820.8,3402.2,581.4,2368.7,4866.5,2497.9
KIRA,2734.7,2670.1,3122.3,452.2,1851.9,3832.9,1981.1
KIRA,2863.9,2734.7,3230,495.3,1722.7,4177.4,2454.8
KIRA,2304.1,2282.5,2648.6,366.1,2131.8,4586.6,2454.8
KIRA,2540.9,2497.9,2734.7,236.9,2261,3273,1012.1
KIRA,2648.6,2239.5,2885.4,646,1851.9,3402.2,1550.4
KIRA,2756.2,2777.8,3639.1,861.3,2411.7,4177.4,1765.7
KIRA,2433.3,2411.7,3036.2,624.5,2239.5,4155.9,1916.5
KIRA,3057.7,2713.2,3316.1,602.9,1808.8,4112.8,2304.1
KIRA,2476.3,2497.9,3100.8,602.9,2261,3230,969
KIRA,3746.8,2756.2,3639.1,882.9,2196.4,3897.5,1701.1
KIRA,2928.5,2777.8,3186.9,409.1,2153.3,3746.8,1593.5
KIRA,2820.8,1851.9,2820.8,969,1701.1,3316.1,1615
KIRA,2347.1,2325.6,2627.1,301.5,1636.5,2928.5,1292
KIRA,2799.3,2777.8,4414.3,1636.5,2067.2,4866.5,2799.3
KIRA,2584,2562.5,2907,344.5,2411.7,3294.6,882.9
KIRA,2950,2347.1,2928.5,581.4,1959.5,3509.9,1550.4
KIRA,2907,2217.9,3337.6,1119.7,1679.6,4177.4,2497.9
KIRA,2540.9,2368.7,4414.3,2045.7,1658.1,4866.5,3208.4
KIRA,2045.7,2325.6,3402.2,1076.7,1873.4,4672.7,2799.3
KIRA,2648.6,2605.5,2950,344.5,2347.1,3208.4,861.3
KIRA,2584,2497.9,3682.2,1184.3,2282.5,4543.5,2261
KIRA,2971.6,2476.3,3230,753.7,1701.1,4651.2,2950
KIRA,3488.4,3186.9,3531.4,344.5,2950,4091.3,1141.3
KIRA,3316.1,2734.7,3337.6,602.9,2325.6,4758.8,2433.3
KIRA,2670.1,2627.1,3014.6,387.6,1808.8,4478.9,2670.1
KIRA,3186.9,2907,3553,646,2067.2,4199,2131.8
KIRA,2390.2,2261,2885.4,624.5,2153.3,4414.3,2261
KIRA,2562.5,2476.3,2691.7,215.3,2304.1,3165.4,861.3
KIRA,2863.9,2239.5,3057.7,818.3,1894.9,3445.3,1550.4
KIRA,3100.8,2971.6,3316.1,344.5,2325.6,4026.7,1701.1
KIRA,3057.7,2562.5,3057.7,495.3,2196.4,4328.2,2131.8
KIRA,3380.7,2713.2,3337.6,624.5,2519.4,3445.3,925.9
KIRA,2540.9,2497.9,3057.7,559.9,2368.7,3294.6,925.9
KIRA,3208.4,2584,3359.2,775.2,2153.3,3919,1765.7
KIRA,3273,2605.5,3273,667.5,2045.7,4371.2,2325.6
KIRA,2799.3,1959.5,2799.3,839.8,1787.3,3143.8,1356.6
KIRA,2368.7,2261,2519.4,258.4,1636.5,2734.7,1098.2
KIRA,2863.9,2799.3,3725.2,925.9,2519.4,4931.1,2411.7
KIRA,2907,2734.7,3100.8,366.1,2368.7,3466.8,1098.2
KIRA,1916.5,2153.3,2842.4,689.1,1873.4,3682.2,1808.8
KIRA,2971.6,2562.5,3165.4,602.9,1636.5,3746.8,2110.3
KIRA,2519.4,2454.8,4371.2,1916.5,1658.1,4909.6,3251.5
KIRA,2691.7,2368.7,2907,538.3,2002.6,4672.7,2670.1
KIRA,2691.7,2627.1,2907,279.9,2347.1,3208.4,861.3
KIRA,2734.7,2476.3,2907,430.7,1744.2,4414.3,2670.1
KIRA,2950,2777.8,3143.8,366.1,1636.5,4112.8,2476.3
KIRA,3983.6,3273,3962.1,689.1,3014.6,4177.4,1162.8
KIRA,2691.7,2584,3337.6,753.7,2067.2,4952.6,2885.4
KIRA,2734.7,2691.7,2863.9,172.3,1916.5,4522,2605.5
KIRA,2519.4,2519.4,3165.4,646,2368.7,4048.2,1679.6
KIRA,2325.6,2282.5,2971.6,689.1,2174.9,4522,2347.1
KIRA,2519.4,2476.3,2648.6,172.3,2282.5,3596,1313.5
KIRA,2605.5,2562.5,3100.8,538.3,1981.1,3423.8,1442.7
KIRA,3057.7,3014.6,3832.9,818.3,2411.7,4220.5,1808.8
KIRA,3057.7,2497.9,3057.7,559.9,2261,4435.8,2174.9
KIRA,2734.7,2691.7,3014.6,323,2540.9,3423.8,882.9
KIRA,2519.4,2497.9,2820.8,323,2347.1,3251.5,904.4
KIRA,2584,2433.3,3208.4,775.2,1938,3962.1,2024.1
KIRA,2928.5,2907,3531.4,624.5,2390.2,3682.2,1292
KIRA,2777.8,1894.9,2799.3,904.4,1701.1,3294.6,1593.5
KIRA,2411.7,1808.8,2454.8,646,1593.5,2907,1313.5
KIRA,2842.4,2820.8,4608.1,1787.3,2304.1,4952.6,2648.6
KIRA,2691.7,2670.1,2971.6,301.5,2476.3,3273,796.7
KIRA,2907,2584,3251.5,667.5,1959.5,3876,1916.5
KIRA,2907,2627.1,3251.5,624.5,1701.1,4285.1,2584
KIRA,2777.8,2605.5,4414.3,1808.8,1679.6,4931.1,3251.5
KIRA,2584,2304.1,2713.2,409.1,1873.4,4586.6,2713.2
KIRA,2928.5,2734.7,3122.3,387.6,2304.1,4823.4,2519.4
KIRA,2885.4,2433.3,2907,473.7,1701.1,4565,2863.9
KIRA,3230,2756.2,3919,1162.8,1593.5,4134.4,2540.9
KIRA,3962.1,3316.1,3962.1,646,2971.6,4263.6,1292
KIRA,3100.8,2799.3,3316.1,516.8,2304.1,3725.2,1421.2
KIRA,2713.2,2691.7,2863.9,172.3,2196.4,3768.3,1571.9
KIRA,4134.4,2562.5,4005.2,1442.7,1722.7,4199,2476.3
KIRA,2325.6,2304.1,2820.8,516.8,2131.8,4478.9,2347.1
KIRA,2519.4,2390.2,2670.1,279.9,2261,3014.6,753.7
KIRA,3186.9,2497.9,3230,732.1,1765.7,4758.8,2993.1
KIRA,3057.7,2907,3789.8,882.9,2368.7,4349.7,1981.1
KIRA,2713.2,2627.1,2950,323,2196.4,4435.8,2239.5
KIRA,2605.5,2627.1,3316.1,689.1,2519.4,3402.2,882.9
KIRA,2497.9,2476.3,2777.8,301.5,2368.7,3186.9,818.3
KIRA,2670.1,2390.2,2971.6,581.4,2174.9,4005.2,1830.3
KIRA,2928.5,2907,3316.1,409.1,2261,3639.1,1378.1
KIRA,2691.7,2217.9,2777.8,559.9,1636.5,3165.4,1528.9
KIRA,2734.7,2584,2907,323,2110.3,3746.8,1636.5
KIRA,2885.4,2820.8,4737.3,1916.5,2131.8,4931.1,2799.3
KIRA,2842.4,2648.6,2928.5,279.9,2540.9,3122.3,581.4
KIRA,2605.5,2540.9,2971.6,430.7,2002.6,3768.3,1765.7
KIRA,2993.1,2777.8,3014.6,236.9,1765.7,3703.7,1938
KIRA,2562.5,2497.9,4478.9,1981.1,1658.1,4952.6,3294.6
KIRA,2540.9,2304.1,2734.7,430.7,1938,4694.2,2756.2
KIRA,3057.7,2411.7,3036.2,624.5,1701.1,4457.4,2756.2
KIRA,2885.4,2433.3,3186.9,753.7,1679.6,4435.8,2756.2
KIRA,4005.2,3230,4026.7,796.7,2153.3,4155.9,2002.6
KIRA,3273,3122.3,3725.2,602.9,2820.8,4091.3,1270.5
KIRA,3230,2799.3,3251.5,452.2,2239.5,3962.1,1722.7
KIRA,2605.5,2605.5,2971.6,366.1,2067.2,4414.3,2347.1
KIRA,3251.5,2584,3337.6,753.7,2325.6,4220.5,1894.9
KIRA,2325.6,2282.5,2950,667.5,2067.2,4715.8,2648.6
KIRA,2454.8,2454.8,2713.2,258.4,2196.4,3531.4,1335.1
KIRA,2713.2,2627.1,3208.4,581.4,1981.1,4220.5,2239.5
KIRA,4026.7,3057.7,4026.7,969,2605.5,4199,1593.5
KIRA,2691.7,2433.3,3079.2,646,2196.4,4349.7,2153.3
KIRA,2820.8,2756.2,2885.4,129.2,2562.5,3380.7,818.3
KIRA,2433.3,2454.8,3014.6,559.9,2282.5,3445.3,1162.8
KIRA,2907,2691.7,3294.6,602.9,2282.5,3919,1636.5
KIRA,2799.3,2777.8,3316.1,538.3,1787.3,3919,2131.8
KIRA,2691.7,1938,2734.7,796.7,1658.1,3337.6,1679.6
KIRA,2734.7,2713.2,3445.3,732.1,2390.2,4457.4,2067.2
KIRA,2842.4,2820.8,4608.1,1787.3,2239.5,4888,2648.6
KIRA,2734.7,2713.2,3036.2,323,2454.8,3337.6,882.9
KIRA,3100.8,2519.4,3100.8,581.4,1873.4,3768.3,1894.9
KIRA,2734.7,2174.9,3100.8,925.9,1550.4,4048.2,2497.9
KIRA,2605.5,2433.3,4392.8,1959.5,1658.1,4952.6,3294.6
KIRA,2304.1,2282.5,3208.4,925.9,1873.4,4801.9,2928.5
KIRA,2562.5,2540.9,2734.7,193.8,2454.8,3079.2,624.5
KIRA,2519.4,2454.8,3079.2,624.5,1636.5,3811.4,2174.9
KIRA,3165.4,2820.8,3746.8,925.9,1722.7,4112.8,2390.2
KIRA,3876,3057.7,3876,818.3,2239.5,4242,2002.6
KIRA,2691.7,2713.2,3316.1,602.9,2239.5,3617.6,1378.1
KIRA,2648.6,2627.1,3165.4,538.3,1873.4,4522,2648.6
KIRA,2433.3,2433.3,3186.9,753.7,2347.1,4134.4,1787.3
KIRA,2347.1,2347.1,2928.5,581.4,2282.5,3876,1593.5
KIRA,2648.6,2497.9,3143.8,646,1636.5,4155.9,2519.4
KIRA,2971.6,2067.2,3143.8,1076.7,1765.7,4371.2,2605.5
KIRA,2842.4,2820.8,3725.2,904.4,2713.2,4392.8,1679.6
KIRA,3014.6,2713.2,3079.2,366.1,2347.1,4285.1,1938
KIRA,2713.2,2691.7,2907,215.3,2497.9,3509.9,1012.1
KIRA,2411.7,2433.3,3079.2,646,2347.1,3230,882.9
KIRA,2627.1,2713.2,3832.9,1119.7,2325.6,4263.6,1938
KIRA,3273,2648.6,3316.1,667.5,2045.7,3574.5,1528.9
KIRA,2799.3,1851.9,2799.3,947.5,1701.1,3251.5,1550.4
KIRA,2885.4,2777.8,3036.2,258.4,2368.7,3682.2,1313.5
KIRA,2928.5,2885.4,4522,1636.5,2627.1,4952.6,2325.6
KIRA,2691.7,2670.1,3036.2,366.1,2519.4,3423.8,904.4
KIRA,2777.8,2497.9,2971.6,473.7,1808.8,3725.2,1916.5
KIRA,2907,2863.9,2993.1,129.2,2002.6,3660.6,1658.1
KIRA,2584,2562.5,4522,1959.5,2045.7,4909.6,2863.9
KIRA,2261,2261,3251.5,990.5,1873.4,4888,3014.6
KIRA,2562.5,2540.9,2820.8,279.9,2476.3,3230,753.7
KIRA,2691.7,2648.6,2928.5,279.9,2304.1,4091.3,1787.3
KIRA,2863.9,2820.8,3768.3,947.5,1808.8,4435.8,2627.1
KIRA,3337.6,3273,3725.2,452.2,2971.6,4026.7,1055.1
KIRA,2713.2,2691.7,3251.5,559.9,1916.5,3596,1679.6
KIRA,2820.8,2756.2,2993.1,236.9,2174.9,4565,2390.2
KIRA,3165.4,2605.5,3165.4,559.9,2067.2,4069.8,2002.6
KIRA,2627.1,2454.8,4500.4,2045.7,2110.3,4888,2777.8
KIRA,2476.3,2476.3,2670.1,193.8,2304.1,3380.7,1076.7
KIRA,2584,2584,2863.9,279.9,2325.6,3380.7,1055.1
KIRA,2993.1,2950,3811.4,861.3,2476.3,4349.7,1873.4
KIRA,2713.2,2562.5,2907,344.5,2282.5,4414.3,2131.8
KIRA,2863.9,2670.1,2971.6,301.5,2476.3,3445.3,969
KIRA,2885.4,2476.3,3014.6,538.3,2325.6,3208.4,882.9
KIRA,3639.1,2842.4,3746.8,904.4,2239.5,4199,1959.5
KIRA,2799.3,2627.1,3316.1,689.1,2153.3,4586.6,2433.3
KIRA,2885.4,1894.9,2863.9,969,1722.7,3273,1550.4
KIRA,3488.4,3036.2,3574.5,538.3,2217.9,4780.4,2562.5
KIRA,2863.9,2842.4,3230,387.6,2584,4974.2,2390.2
KIRA,2691.7,2691.7,3100.8,409.1,2476.3,3402.2,925.9
KIRA,2928.5,2691.7,3079.2,387.6,2045.7,3768.3,1722.7
KIRA,2971.6,2907,3617.6,710.6,2088.7,3832.9,1744.2
KIRA,2584,2584,4543.5,1959.5,1873.4,4888,3014.6
KIRA,2476.3,2368.7,3079.2,710.6,1938,4500.4,2562.5
KIRA,2820.8,2713.2,3036.2,323,2368.7,4414.3,2045.7
KIRA,2842.4,2605.5,3143.8,538.3,2454.8,3337.6,882.9
KIRA,3251.5,2842.4,3876,1033.6,2131.8,4349.7,2217.9
KIRA,3553,3165.4,3789.8,624.5,2842.4,4048.2,1205.9
KIRA,2691.7,2713.2,3337.6,624.5,2390.2,3617.6,1227.4
KIRA,2476.3,2454.8,3402.2,947.5,1765.7,4608.1,2842.4
KIRA,2670.1,2691.7,4005.2,1313.5,2476.3,4177.4,1701.1
KIRA,4715.8,2584,4608.1,2024.1,2131.8,4823.4,2691.7
KIRA,2540.9,2497.9,2648.6,150.7,1959.5,3165.4,1205.9
KIRA,2433.3,2454.8,2820.8,366.1,2261,3294.6,1033.6
KIRA,2993.1,2950,3940.6,990.5,2368.7,4263.6,1894.9
KIRA,2433.3,2454.8,2993.1,538.3,2347.1,3854.4,1507.3
KIRA,2734.7,2734.7,3057.7,323,2476.3,3488.4,1012.1
KIRA,2390.2,2390.2,2648.6,258.4,2325.6,3165.4,839.8
KIRA,3273,3122.3,4069.8,947.5,2454.8,4285.1,1830.3
KIRA,2928.5,2540.9,3316.1,775.2,1765.7,4457.4,2691.7
KIRA,1851.9,1851.9,2756.2,904.4,1765.7,2928.5,1162.8
KIRA,3402.2,3100.8,3509.9,409.1,2282.5,3876,1593.5
KIRA,2863.9,2756.2,3100.8,344.5,2239.5,4823.4,2584
KIRA,2756.2,2734.7,2950,215.3,2454.8,3402.2,947.5
KIRA,2777.8,2627.1,3380.7,753.7,1851.9,3768.3,1916.5
KIRA,2971.6,2863.9,3531.4,667.5,2174.9,3725.2,1550.4
KIRA,2519.4,2540.9,4651.2,2110.3,1636.5,4931.1,3294.6
KIRA,2605.5,2304.1,2713.2,409.1,1894.9,4328.2,2433.3
KIRA,2820.8,2670.1,2928.5,258.4,2325.6,3509.9,1184.3
KIRA,2497.9,2497.9,2842.4,344.5,2282.5,3423.8,1141.3
KIRA,3165.4,3057.7,3962.1,904.4,1615,4177.4,2562.5
KIRA,3660.6,3165.4,3660.6,495.3,2950,3962.1,1012.1
KIRA,2863.9,2691.7,3273,581.4,1981.1,4285.1,2304.1
KIRA,2885.4,2454.8,3122.3,667.5,1916.5,4737.3,2820.8
KIRA,3208.4,2993.1,4112.8,1119.7,2261,4909.6,2648.6
KIRA,4500.4,2497.9,4565,2067.2,1873.4,4909.6,3036.2
KIRA,2562.5,2540.9,2885.4,344.5,2347.1,3337.6,990.5
KIRA,2756.2,2734.7,3122.3,387.6,2304.1,4500.4,2196.4
KIRA,3014.6,3014.6,3962.1,947.5,2820.8,4199,1378.1
KIRA,2476.3,2476.3,2713.2,236.9,2368.7,3316.1,947.5
KIRA,2605.5,2497.9,2777.8,279.9,2411.7,3079.2,667.5
KIRA,2433.3,2433.3,2670.1,236.9,2282.5,3359.2,1076.7
KIRA,2670.1,2627.1,3402.2,775.2,2304.1,3983.6,1679.6
KIRA,1851.9,1851.9,2799.3,947.5,1679.6,3273,1593.5
KIRA,3488.4,2734.7,3574.5,839.8,1938,3962.1,2024.1
KIRA,2993.1,2863.9,4586.6,1722.7,2368.7,4931.1,2562.5
KIRA,3122.3,2691.7,3100.8,409.1,2454.8,3423.8,969
KIRA,2734.7,2540.9,3143.8,602.9,1916.5,3768.3,1851.9
KIRA,2971.6,2907,3337.6,430.7,2282.5,3789.8,1507.3
KIRA,2605.5,2239.5,3143.8,904.4,1981.1,4909.6,2928.5
KIRA,2691.7,2325.6,2907,581.4,1938,4414.3,2476.3
KIRA,2885.4,2562.5,3079.2,516.8,2325.6,4565,2239.5
KIRA,2562.5,2562.5,3079.2,516.8,1701.1,4263.6,2562.5
KIRA,3251.5,2993.1,3811.4,818.3,2304.1,4155.9,1851.9
KIRA,3165.4,3122.3,3509.9,387.6,2842.4,4134.4,1292
KIRA,2691.7,2670.1,3165.4,495.3,2217.9,3574.5,1356.6
KIRA,2842.4,2713.2,3617.6,904.4,1938,4780.4,2842.4
KIRA,2519.4,2540.9,4069.8,1528.9,1830.3,4242,2411.7
KIRA,4543.5,2950,4522,1571.9,2217.9,4823.4,2605.5
KIRA,2540.9,2519.4,2734.7,215.3,2433.3,3273,839.8
KIRA,2928.5,2562.5,3143.8,581.4,2131.8,4005.2,1873.4
